Title,Company,Ratings,Experience,Salary,Location,Job_Post_History,Skills,Description
Clinical Data Management Scientist,Accenture,4.1,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,14 Days Ago,"['EDC', 'Project initiation', 'Consulting', 'Clinical trials', 'Life sciences', 'Client relationship', 'Pharmacovigilance', 'Individual Contributor']", Skill required: Clinical - Clinical Database Testing Designation: Clinical Data Managem...
Data Scientist,Master Mind Consultancy,4.1,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Scipy', 'pytest', 'Scikit Learn', 'Advanced git', 'linear regression', 'Numpy', 'Advanced Python', 'Random Forest']"," JD:Data Developer with hands on experience on Advanced Python, Pandas, Numpy, Scikit Le..."
Data Scientist,Master Mind Consultancy,4.1,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['Data Developer', 'jupyter', 'pytest', 'Python', 'regression', 'Numpy', 'Scipy', 'Pandas']"," OO language (knowledge of Python or Java is mandatory and if possible, java 8).Data Dev..."
Data Scientist,Corner Tree Consulting,4.1,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,7 Days Ago,"['Python', 'Azure IOT', 'R', 'DevOps', 'Data Analytics', 'Machine Learning', 'CI / CD', 'IT Skills']", • Good experience on Data Analytics & Machine Learning libraries• Azure IOT or open sou...
Software / Hardware / Biomedical Engg. / Data Scientist (20 positions),Fourth Frontier Technologies Pvt. Ltd.,4.1,0-1 Yrs,"5,00,000 - 8,00,000 PA.",Bangalore/Bengaluru,28 Days Ago,['biomedical engineering']," However, we are accepting candidates from Bio Medical Engineering background only"
Looking For forecasting analyst/ Data Scientist,WSNE Consulting Pvt Ltd  ,4.1,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Data Science', 'R language', 'R', 'Data Mining', 'Forecasting', 'Python']"," Hi, we are hiring for Forecasting Analyst for Bangalore location, Should have R and Pyt..."
Data Scientist - MNC - Direct Permanent,PES HR Services a div of AMAL INFOSYSTEMS Pvt Ltd ,4.1,NA,Not disclosed,,3 Days Ago,"['Natural Language Processing', 'Algorithm Development', 'Artificial Intelligence', 'Data Structures', 'Machine Learning', 'Data Science', 'NLP', 'Algorithms']", Any query ct.Rushikesh :7350006669 Should be strong in NLP
Data Scientist,Orcapod Consulting Services Private Limited,4.1,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,1 Day Ago,"['object - oriented programming', 'unit testing', 'written communication', 'Python', 'OOP', 'SQL', 'PySpark', 'git']", At least3+year of industry experienceExperience working in Agile teams using Scrums to ...
Data Scientist - R/ Spss/ Python,Serving Skill,4.1,2-6 Yrs,Not disclosed,Japan,3 Days Ago,"['Communication', 'SPSS', 'R', 'written', 'Python', 'verbal', 'IT Skills', 'Data Science']", Required Qualification : Engineering Graduates Candidate must have a valid Passport- - ...
Project Manager (DATA Scientist),PPN Solutions Pvt Ltd.  ,4.1,8-10 Yrs,"1,25,000 - 2,00,000 PA.","Kolkata, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",7 Days Ago,"['written communication', 'verbal', 'project management', 'PMP']"," B Tech or MBA or Certifications (such as PMP, PMI-ACP, CSM, CSPO)"
GM - Data Scientist,Bean HR Consulting ,4.1,8-10 Yrs,Not disclosed,Gurgaon/Gurugram,4 Days Ago,"['machine learning', 'python', 'R', 'Logistic Regression', 'predictive modeling', 'Statistical Modeling', 'statical analytics', 'Predictive Analytics']", Graduate / Post-graduate in Statistics / Economics / Mathematics / Computer Science / O...
Associate Vice President - Data Scientist - IIT/ NIT/ IIM/ XLRI,Huquo Consulting Pvt. Ltd,4.1,8-12 Yrs,Not disclosed,Gurgaon/Gurugram,8 Days Ago,"['IT Skills', 'Java', 'Python', 'Machine Learning', 'Cloud', 'Big Data', 'Data Science', 'Tensorflow']"," Education: Bachelors/ Masters degree in quantitative fields (Statistics, Operations Res..."
Virtusa Hiring DATA Scientist- PAN India,Virtusa,3.7,NA,"13,00,000 - 23,00,000 PA.",,30+ Days Ago,['DATA SCIENTIST']," Mandatory Experience using web services to connect to: Redshift, S3, Spark, SQL & No SQ..."
Data Scientist - Python/Tableau,Accubits Technologies,4.8,4-8 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,8 Days Ago,"['R', 'Tableau', 'Python', 'D3J', 'Excel', 'Hadoop', 'Hive', 'Machine Learning']"," Masters in Statistics, Mathematics, or Computer Science Experience in using statistical..."
Operation Research  -Data Scientist,AERA SOFTWARE TECHNOLOGY PVT LTD,3.7,2-5 Yrs,Not disclosed,Pune,12 Days Ago,"['Cplex', 'Optimization', 'Python', 'IT Skills', 'Testing', 'Data Science', 'Machine Learning', 'Artificial Intelligence']"," Bachelors degree in a quantitative field such as applied mathematics, computer science,..."
CarbyneTech - Data Scientist - Image Recognition/Machine Learning,CarbyneTech India,4.3,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,8 Days Ago,"['Data Scientist', 'NLP', 'Time Series Analysis', 'Artificial Intelligence', 'Data Management', 'Image Recognition', 'Distributed Computing', 'Machine Learning']", Proficient programming skills in a high-level language (e.g Deep experience with text-w...
ION Group - Data Scientists,ION,4.6,2-7 Yrs,Not disclosed,Mumbai,7 Days Ago,"['IT Skills', 'Python', 'Software Development', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'AWS', 'Supply chain']", We are seeking a Data Scientist with 2+ years experience to assist with the delivery of...
Marketing Data Scientist,Hirebridge LLC,4.6,3-7 Yrs,Not disclosed,Hyderabad/Secunderabad,10 Days Ago,"['IT Skills', 'Python', 'Testing', 'Machine Learning', 'Big Data', 'Tableau', 'Salesforce', 'Leadership development']", 3 years of proven experience as a data scientist / analyst or in a quantitative role in...
Data Scientist - Machine Learning / Python,CarbyneTech India,4.3,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,11 Days Ago,"['R', 'Predictive Modelling', 'Machine Learning', 'Python', 'SQL', 'analytical', 'Data Scientist', 'Data Management']"," You have at least 2 year experience, ideally within a Statistician role You possess str..."
Hiring Data Scientist-Analytics||Sailotech-ERP Product Firm,sailotech Private Limited,3.9,NA,Not disclosed,,10 Days Ago,"['python', 'machine learning', 'deep learning', 'IT Skills', 'Oracle', 'data analytics', 'Natural Language Processing', 'dl']"," Good knowledge on Machine Learning models, especially ensemble models like bagging & bo..."
Data Scientist,Wcities,3.4,NA,Not disclosed,,10 Days Ago,"['data mining', 'machine learning', 'artificial intelligence', 'IT Skills', 'Python', 'r', 'data analysis', 'spark']", Wcities is looking for Data Scientists for Mumbai location with an advanced degree in a...
Data Scientist || Gurgaon,Neoris Consulting Services India Pvt Ltd,4.7,NA,Not disclosed,,14 Days Ago,"['Tensorflow', 'Data Science', 'Python', 'IT Skills', 'Machine Learning', 'Pytorch', 'R', 'Artificial Neural Networks']"," Bachelors degree from Tier I / II colleges (Post Graduation Good to have, not mandatory..."
Data Scientist,Manufacturing sector,4.7,6-11 Yrs,Not disclosed,Mumbai,10 Days Ago,"['data science', 'Predictive Modeling', 'Logistic Regression', 'Pricing', 'Revenue Management', 'data scientist', 'Business Optimization', 'Statistics']", Education: (B.E/ B.Tech /M.E/ M.Tech) in Computer Science or MCA or M.Sc (in Mathematic...
Telecom Data Scientist,Maaloomatiia Arabian Gulf,4.7,NA,Not disclosed,,11 Days Ago,"['Data Science', 'Telecommunication', 'telecom', 'IT Skills', 'Python', 'Digital Marketing']"," Experience with marketing mix modeling and multi-touch attribution, with broad experien..."
Data Scientist,Liquiloans,3.1,3-4 Yrs,Not disclosed,Mumbai,14 Days Ago,"['Scipy', 'Pandas', 'Numpy', 'Data Science', 'predictive modelling', 'Data Scientist', 'Data Science libraries', 'Linear Programming']", Skill Set : Education Qualification : Graduate Post-graduation in Engineering Computer ...
Data Scientist,Advantmed,3.5,NA,Not disclosed,,12 Days Ago,"['deep learning', 'python', 'data science', 'Natural Language Processing', 'Machine Learning', 'BPO', 'data analysis', 'nlp']"," Responsibilities:Should be ready to wear multiple hats from automation, Data Science to..."
Paypal | Data Scientist |,PayPal,4.3,3-8 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",26 Days Ago,"['R', 'Python', 'SQL']", Bachelors / Masters degree in quantitative area strongly preferred including mathematic...
Software Developer ( Data Scientist ),Unravel,4.3,3-7 Yrs,Not disclosed,remote,7 Days Ago,"['Python', 'Software Development', 'Hadoop', 'Deep Learning', 'Spark', 'Presto', 'Impala', 'DataBricks']", Prior experience in building data products with hands-on systems development and softwa...
Data Scientist Associate/Analyst/Consultant,ONPASSIVE Technologies Pvt. Ltd,4.3,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,7 Days Ago,"['Python', 'LSTMs', 'Learning', 'Machine Learning', 'AI', 'CNNs', 'RNNs', 'IT Skills']", Job Description:Need to have atleast 2+ Years experience.Experienced Data Scientist wit...
Sr Data Scientist / Lead Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,4.4,NA,Not disclosed,,25 Days Ago,"['Machine Learning', 'Python', 'IT Skills', 'Data Science', 'Cloud', 'AWS', 'Tableau', 'Power BI']", Employment: Full time Qualification: Any Graduate Experience working in at least one of...
Senior Lead Data Scientist,Societe Generale,3.9,6-10 Yrs,Not disclosed,Chennai,20 Days Ago,"['REST API', 'Machine Learning', 'Python', 'IT Skills', 'Project Management', 'BPO', 'project management', 'Logistic Regression']", Should be able to integrate end-to-end ML solution into feature / product suite and / o...
"Data Scientist - Predictive Analysis(Chennai,Bengaluru)",Krazy Mantra HR Solutions Pvt. Ltd  ,3.9,10-14 Yrs,"30,00,000 - 40,00,000 PA.","Chennai, Bangalore/Bengaluru",12 Days Ago,"['Data Science', 'SAS', 'Python', 'Data', 'SQL', 'Predictive Modelling', 'Microservices architecture', 'IT Skills']"," Exp as data scientist, SQL, Predictive Modelling, Python or SAS for data engineering an..."
Data Scientist - Manager / Sr Manager - Manufacturing,Munsar Services ,3.9,8-10 Yrs,Not disclosed,Hyderabad/Secunderabad,7 Days Ago,"['Big Data Analytics', 'Data Engineering', 'Data Science', 'Data Scientist', 'Python', 'Power Bi', 'Digital Transformation', 'Business Intelligence Tools']", University degree / Graduate/Post Graduate in Computer Science / Statistics / Data Scie...
Hiring For the role of Sr. Manager/Manager Data Scientist : Pune,Peoplefy Infosolutions Pvt. Ltd.  ,3.9,10-17 Yrs,Not disclosed,Pune,13 Days Ago,"['algorithms', 'python', 'Artificial Intelligence', 'Machine Learning', 'Azure Data Factory', 'gcp', 'Natural Language Processing', 'anomaly detection']", We are hiring for a globally leading MNC in Pune for the role of Sr. Manager/Manager Da...
Senior Data Scientist,Kaleidofin,4.7,4-9 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",30+ Days Ago,"['Data Science', 'Hive', 'Data Scientist', 'Hadoop', 'Big Data', 'Data Collection', 'Spark', 'Python']", Key Responsibilities: You will work with the founding team of kaleidofin (a fintech pla...
Senior Data Scientist,Decision Point Analytics,3.7,3-7 Yrs,Not disclosed,"Chennai, Gurgaon/Gurugram",30+ Days Ago,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Cloud', 'Data Scientist', 'Customer Segmentation', 'Advanced Analytics']", Candidate should be research oriented and passionate to learn new technologies and adap...
Data Scientist,ReNew Power,4.3,2-8 Yrs,Not disclosed,Gurgaon/Gurugram,3 Days Ago,"['Cloud computing', 'Renewable energy', 'Neural networks', 'Analytical', 'Machine learning', 'Solar energy', 'Agile', 'wind energy']", Good programming and logical skills
Data Scientist,Mynd Property Management,4.3,2-4 Yrs,Not disclosed,remote,4 Days Ago,"['SAN', 'Operations research', 'Analytical', 'Wellness', 'Property management', 'Stock market', 'Financial services', 'Team building']", 4 years of experience involving analytical work and complex problem solving Masters / P...
Data Scientist - Machine Learning/APICS,CarbyneTech India,4.3,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,6 Days Ago,"['Machine Learning', 'R', 'NLP', 'Neural networks', 'Ai', 'Anaconda', 'Deep Learning', 'Python']", Must have APICS CPIM Certification Manufacturing domain - predictive and online quality...
Data Scientist - Image Recognition/Machine Learning,CarbyneTech India,4.3,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,6 Days Ago,"['Image Recognition', 'LDAtopic modeling', 'OpenNLP', 'Keras', 'Spark', 'R', 'Hbase', 'NOSQL']", Proficient programming skills in a high-level language (e.g Deep experience with text-w...
Data Scientist,techcarrot FZ LLC,4.3,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,5 Days Ago,"['SAN', 'Prototype', 'PDF', 'SOC', 'Machine learning', 'SMS', 'Forecasting', 'SQL']"," Good understanding of machine learning deep learning concepts and algorithms, various s..."
Data Scientists,Reval India Pvt. Ltd.,4.3,2-7 Yrs,Not disclosed,Mumbai,5 Days Ago,"['Supply chain', 'Automation', 'Front end', 'Fixed income', 'Agile', 'Workflow', 'Scrum', 'Analytics']", We are seeking a Data Scientist with 2+ years experience to assist with the delivery of...
Data Scientist,Blue Hex Software Private Limited,4.3,3-6 Yrs,Not disclosed,"Mumbai, Thane",7 Days Ago,"['python', 'r', 'predictive analytics', 'Statistical Modeling', 'machine learning', 'aws']", The data scientist will transform data and information captured within legacy systems i...
Data Scientist,ICICI Lombard,3.8,3-6 Yrs,"9,00,000 - 17,00,000 PA.",Mumbai,14 Days Ago,"['Neural Networks', 'Machin learning', 'Statistics', 'Python', 'Decision Tree', 'SAS', 'Clustering', 'Analytics']", Urgent opening for Lead Data Scientist in ICICI Lombard.Interested candidates may apply...
Senior Data Scientist,Walmart Global Tech India,4.2,0-5 Yrs,Not disclosed,Other,25 Days Ago,['NA']," We leverage machine learning, natural language processing NLP, and big data technologie..."
Senior Software Engineer - Data Scientist,Sysvine Technologies,3,NA,"8,00,000 - 18,00,000 PA.",,25 Days Ago,"['Data Science', 'SQL Database', 'Python', 'Feature selection', 'R', 'machine learning', 'Data mining', 'Transfer learning']"," Good in Data mining, Feature selection, Transfer learning, machine learning, BI tools&A..."
Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,3,11-16 Yrs,Not disclosed,Gurgaon/Gurugram,8 Days Ago,"['Data Science', 'Data Scientist', 'Artificial Intelligence', 'Data Management', 'Machine Learning', 'Statistics', 'Analytics', 'Python']", Role Overview:- The person will be part of the Data Science team for a major Insurance ...
Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,3,6-10 Yrs,Not disclosed,Gurgaon/Gurugram,8 Days Ago,"['Data Science', 'Data Scientist', 'Artificial Intelligence', 'Data Management', 'Machine Learning', 'Statistics', 'Analytics', 'Python']", Job DescriptionRole Overview:- The person will be part of the Data Science team for a m...
Data Scientist - Process Excellence & Analytics,Huquo Consulting Pvt. Ltd,3,2-4 Yrs,Not disclosed,Noida,8 Days Ago,"['Data Science', 'Predictive Modeling', 'Data Scientist', 'Process Excellence', 'Data Analytics', 'Statistics', 'Machine Learning', 'Analytics']", Roles and ResponsibilitiesJob Description- Works with the business interpreter (Head Si...
Data Scientist - Artificial Intelligence/ Machine Learning,Confidential,3,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,8 Days Ago,"['LDA', 'HTML Canvas', 'LSA', 'MongoDB', 'Gephi', 'Pentaho', 'SQL Server', 'NoSQL']"," Preferred experience in NoSQL(MongoDB, Neo4j, Cassandra, HBase, and CouchDB) and RDBMS(..."
Data Scientist - Python - Banking Domain,Huquo Consulting Pvt. Ltd,3,1-4 Yrs,Not disclosed,Delhi / NCR,8 Days Ago,"['scikit', 'Data Structures', 'numpy', 'PySpark', 'NLTK', 'Python', 'seaborn', 'Hbase']"," Must have knowledge in the following areas : Data Structures - Lists, Tuples & Dictiona..."
Data Scientist - BFSI,Huquo Consulting Pvt. Ltd,3,3-8 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR",8 Days Ago,"['Data Science', 'NLP', 'Data Scientist', 'Data Management', 'Statistical Modeling', 'Data Visualization', 'Data Analytics', 'Machine Learning']", Skillset : Btech / Masters from top tier insitute / university with excellent academic ...
Data Scientist - Computer Vision/NLP,TalentStack,3,1-4 Yrs,Not disclosed,Mumbai,7 Days Ago,"['NLP', 'Computer Vision', 'Tensorflow', 'data structures', 'Python', 'Keras', 'IT Skills', 'Data Science']", What your average day would look like :- Identify and integrate new datasets that can b...
Assistant Manager - Data Scientist - Insurance,Huquo Consulting Pvt. Ltd,3,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,8 Days Ago,"['Data Science', 'R', 'Logistic Regression', 'SAS', 'predictive modeling', 'Statistical Modeling', 'Data Modeling', 'Decision Trees']"," Candidate Profile: - Bachelor- s/ Masters degree in computer science, mathematics, stat..."
Data Scientist - Tensorflow/ Deep Learning,TalentStack,3,1-4 Yrs,Not disclosed,Mumbai,8 Days Ago,"['Keras', 'Tensorflow', 'data structures', 'Python', 'IT Skills', 'Data Science', 'Machine Learning', 'Big Data']", Bachelor/ Masters degree in computer science / Computer Engineering / Information Techn...
Data Scientist - KPO,Huquo Consulting Pvt. Ltd,3,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,8 Days Ago,"['Stats Modeling', 'Python ', 'Data Scientist', 'Statistical Modeling ', ' Forecasting ', 'linear regression models', 'logistic regression', 'R ']", Should be able to work on a problem independently and prepare client ready deliverable ...
Data Scientist - Machine Learning,Career Infosystem,3,1-5 Yrs,Not disclosed,Noida,9 Days Ago,"['NLP', 'Deep Learning stack', 'Machine Learning', 'Python', 'MapReduce', 'Spark', 'Predictive modeling', 'Hadoop']"," Requirements :- B.TechMasters in Mathematics, Statistics, Computer Science or another q..."
Data Scientist - Python - BFS - IIT/DSE/IIM/NIT,Huquo Consulting Pvt. Ltd,3,2-5 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR",8 Days Ago,"['Python', 'PySpark', 'Data Structures', 'scikit', 'scipy', 'pandas', 'Hbase', 'NLTK']"," Must have knowledge in the following areas : - Data Structures, Lists, Tuples & Diction..."
